fecha,variacion_mensual,variacion_acumulada,variacion_anual,subyacente_mensual,subyacente_acumulada,subyacente_anual,no_subyacente_mensual,no_subyacente_acumulada,no_subyacente_anual
01/01/1969,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1969,0.36,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1969,0.1,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1969,0.27,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1969,0,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1969,0.36,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1969,0.38,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1969,0.11,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1969,0.94,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1969,1.05,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1969,0.01,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1969,0.75,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1970,0.76,0.76,5.2,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1970,-0.01,0.75,4.81,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1970,0.29,1.04,5.01,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1970,0.13,1.17,4.87,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1970,0.21,1.39,5.09,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1970,0.61,2,5.35,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1970,0.49,2.5,5.46,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1970,0.46,2.98,5.84,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1970,0.24,3.22,5.11,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1970,0.03,3.26,4.05,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1970,0.54,3.82,4.6,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1970,0.85,4.69,4.69,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1971,0.99,0.99,4.93,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1971,0.41,1.4,5.38,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1971,0.38,1.79,5.47,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1971,0.51,2.31,5.87,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1971,0.21,2.53,5.87,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1971,0.45,2.99,5.71,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1971,-0.08,2.91,5.11,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1971,0.91,3.85,5.58,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1971,0.33,4.19,5.67,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1971,0.1,4.29,5.74,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1971,0.16,4.46,5.34,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1971,0.48,4.96,4.96,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1972,0.44,0.44,4.4,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1972,0.31,0.76,4.29,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1972,0.55,1.31,4.46,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1972,0.63,1.94,4.58,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1972,0.2,2.15,4.57,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1972,0.74,2.9,4.87,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1972,0.38,3.29,5.35,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1972,0.66,3.97,5.08,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1972,0.46,4.44,5.22,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1972,0.07,4.52,5.19,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1972,0.65,5.2,5.7,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1972,0.34,5.56,5.56,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1973,1.45,1.45,6.62,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1973,0.83,2.29,7.16,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1973,0.88,3.19,7.52,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1973,1.58,4.82,8.54,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1973,1.06,5.94,9.47,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1973,0.82,6.81,9.56,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1973,2.56,9.55,11.95,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1973,1.6,11.3,13,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1973,2.38,13.95,15.16,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1973,1.28,15.41,16.56,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1973,1.23,16.83,17.23,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1973,3.88,21.37,21.37,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1974,3.58,3.58,23.92,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1974,2.26,5.92,25.68,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1974,0.77,6.74,25.54,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1974,1.36,8.19,25.26,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1974,0.79,9.04,24.92,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1974,0.99,10.11,25.13,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1974,1.45,11.71,23.76,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1974,1.06,12.88,23.09,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1974,1.13,14.16,21.6,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1974,1.98,16.43,22.44,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1974,2.78,19.66,24.31,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1974,0.78,20.6,20.6,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1975,1.28,1.28,17.92,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1975,0.55,1.84,15.95,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1975,0.63,2.48,15.79,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1975,0.84,3.34,15.2,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1975,1.34,4.73,15.83,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1975,1.7,6.51,16.65,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1975,0.8,7.36,15.91,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1975,0.87,8.29,15.69,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1975,0.73,9.08,15.22,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1975,0.51,9.64,13.56,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1975,0.7,10.4,11.27,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1975,0.82,11.31,11.31,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1976,1.93,1.93,12.02,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1976,1.87,3.84,13.49,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1976,0.98,4.86,13.89,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1976,0.7,5.59,13.72,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1976,0.7,6.33,13.01,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1976,0.4,6.76,11.56,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1976,0.85,7.66,11.62,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1976,0.96,8.69,11.72,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1976,3.41,12.4,14.69,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1976,5.63,18.73,20.53,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1976,4.52,24.09,25.1,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1976,2.51,27.2,27.2,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1977,3.19,3.19,28.77,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1977,2.21,5.46,29.19,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1977,1.74,7.3,30.17,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1977,1.51,8.93,31.22,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1977,0.88,9.88,31.45,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1977,1.23,11.23,32.53,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1977,1.13,12.49,32.91,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1977,2.05,14.8,34.35,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1977,1.77,16.83,32.22,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1977,0.76,17.73,26.13,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1977,1.09,19.01,22,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1977,1.38,20.66,20.66,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1978,2.22,2.22,19.53,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1978,1.44,3.69,18.63,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1978,1.04,4.77,17.81,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1978,1.11,5.94,17.35,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1978,0.98,6.97,17.46,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1978,1.38,8.44,17.64,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1978,1.7,10.28,18.3,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1978,1,11.38,17.07,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1978,1.14,12.65,16.35,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1978,1.21,14.02,16.86,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1978,1.03,15.19,16.79,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1978,0.85,16.17,16.17,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1979,3.55,3.55,17.68,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1979,1.44,5.04,17.68,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1979,1.36,6.46,18.05,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1979,0.9,7.42,17.8,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1979,1.31,8.82,18.18,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1979,1.11,10.03,17.87,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1979,1.21,11.36,17.31,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1979,1.51,13.05,17.91,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1979,1.23,14.44,18.01,N/E,N/E,N/E,N/E,N/E,N/E
